,Unnamed: 0,headline,url,publisher,date,stock
835742,837697,Insteel declares $0.03 dividend,https://seekingalpha.com/news/3409617-insteel-declares-0_03-dividend?source=partner_benzinga,Seeking Alpha,2018-11-14 00:00:00,IIIN
715187,716882,"Lineweaver Wealth Advisors, LLC Buys iShares …-5 Year High Yield Corporate Bond, Invesco ...",http://www.gurufocus.com/news/1126733/lineweaver-wealth-advisors-llc-buys-ishares-05-year-high-yield-corporate-bond-invesco-bulletshares-2021-high-yield-corporate-bon-costco-wholesale-corp-sells-ishares-core-sp-total-us-stock-market-ishares-mbs-etf-ishare,GuruFocus,2020-05-05 00:00:00,GOOGL
236306,236922,Giants Team Up for Big Takeover,http://www.moneyshow.com/artredir.asp?aid=Jubak_Picks-23740&spn=benz&scode=020658,moneyshow,2011-07-12 00:00:00,BTU
1818047,1822343,Making Sense Of China's Surplus And The 'Ratchet Effect',http://seekingalpha.com/article/3980834-making-sense-chinas-surplus-ratchet-effect?source=partner_benzinga,Seeking Alpha,2016-06-08 00:00:00,XPP
715042,716737,"Week In Review: How Trump's Policies Moved Stocks - Saturday, May 30",https://talkmarkets.com/content/week-in-review-how-trumps-policies-moved-stocks-saturday-may-30?post=263835,TalkMarkets,2020-05-30 00:00:00,GOOGL
1770918,1775101,Bakken Update: Adding To The Glut With Bakken Oil Production Per Well Increasing 27.3%,http://seekingalpha.com/article/4023258-bakken-update-adding-glut-bakken-oil-production-per-well-increasing-27_3-percent?source=partner_benzinga,Seeking Alpha,2016-11-14 00:00:00,WLL
157349,157748,Auto parts retailers' run over?,http://news.investors.com/071814-709482-Auto-parts-retailersand39-run-over-.htm?ven=benzingacp&src=aurlaam,Investor's Business Daily,2014-07-18 00:00:00,AZO
1275920,1278876,Chinese factories violate anti-smog measures,http://seekingalpha.com/news/3232994-chinese-factories-violate-anti-smog-measures?source=partner_benzinga,Seeking Alpha,2017-01-03 00:00:00,PGJ
1191103,1193902,MySpace Cuts Almost Half Its Staff,https://www.benzinga.com/content/thestreet-com/11/01/770642/myspace-cuts-almost-half-its-staff,webmaster,2011-01-11 00:00:00,NWSA
1606494,1610261,Andreas Halvorsen Discloses Stake in Urovant Sciences,http://www.gurufocus.com/news/752182/andreas-halvorsen-discloses-stake-in-urovant-sciences,GuruFocus,2018-10-13 00:00:00,TMO
1520432,1524008,Auto suppliers gain after WABCO buyout,https://seekingalpha.com/news/3446514-auto-suppliers-gain-wabco-buyout?source=partner_benzinga,Seeking Alpha,2019-03-28 00:00:00,SRI
1735126,1739220,Highwoods Offloads Non-core Assets - Analyst Blog,http://www.zacks.com/stock/news/91853/highwoods-offloads-non-core-assets,Zacks,2013-02-01 00:00:00,VTR
794367,796209,"Pekin Singer Strauss Asset Management Buys Evercore Inc, Ituran Location and Control, TPI ...",http://www.gurufocus.com/news/1132927/pekin-singer-strauss-asset-management-buys-evercore-inc-ituran-location-and-control-tpi-composites-inc-sells-criteo-sa-embraer-sa-weibo-corp,GuruFocus,2020-05-11 00:00:00,HRTX
90999,91277,Thoughts On A Handful Of mREITs And The State Of The Industry (Week 62),http://seekingalpha.com/article/4045483-thoughts-handful-mreits-state-industry-week-62?source=partner_benzinga,Seeking Alpha,2017-02-13 00:00:00,ANH
133316,133669,The Vetr community has upgraded $ATW to 4.5-Stars.,https://www.vetr.com/research/NYSE:ATW?fd=2016-07-06,Vetr,2016-07-06 00:00:00,ATW
675258,676846,"Inorganic Zinc Coatings Market Size, Share —…—… Industry Analysis By Future Demand, Top ...",http://www.gurufocus.com/news/1051118/inorganic-zinc-coatings-market-size-share-2020-industry-analysis-by-future-demand-top-players-size-share-opportunities-revenue-and-growth-rate-through-2024--research-reports-world,GuruFocus,2020-02-25 00:00:00,GCC
277724,278454,CF Industries Prices $1.5 Billlion Senior Notes - Analyst Blog,http://www.zacks.com/stock/news/99921/cf-industries-prices-%2415-billlion-senior-notes,Zacks,2013-05-22 00:00:00,CF
965970,968217,Mario Gabelli's Largest Sales of the 4th Quarter,http://www.gurufocus.com/news/810886/mario-gabellis-largest-sales-of-the-4th-quarter,GuruFocus,2019-02-05 00:00:00,KTWO
388376,389398,CPI Aerostructures Named a Finalist for Aviation Week Program Excellence Award,http://www.gurufocus.com/news/363812/cpi-aerostructures-named-a-finalist-for-aviation-week-program-excellence-award,GuruFocus,2015-09-28 00:00:00,CVU
348640,349552,Stocks To Watch: Macro Headaches For Investors,https://seekingalpha.com/article/4287709-stocks-watch-macro-headaches-investors?source=partner_benzinga,Seeking Alpha,2019-08-24 00:00:00,CPB
1212361,1215189,Quality Characteristics and Competition,http://www.gurufocus.com/news/1143591/quality-characteristics-and-competition,GuruFocus,2020-05-21 00:00:00,OMC
204500,205031,WSJ: BlackRock looking for $3B for Singapore office building,http://seekingalpha.com/news/2563966-wsj-blackrock-looking-for-3b-for-singapore-office-building?source=partner_benzinga,Seeking Alpha,2015-06-05 00:00:00,BLK
1492843,1496293,Summit Financial (SMMF) Q1 Earnings Lag Estimates,http://www.zacks.com/stock/news/899845/summit-financial-smmf-q1-earnings-lag-estimates?cid=CS-BENZ-FT-tale_of_the_tape|yseop_template_4-899845,Zacks,2020-04-30 00:00:00,SMMF
2758,2782,"Auto Stock Roundup: General Motors Workers Strike, Winnebago's Newmar Buyout & More",http://www.zacks.com/stock/news/526298/auto-stock-roundup-general-motors-workers-strike-winnebagos-newmar-buyout-more?cid=CS-BENZ-FT-analyst_blog|stock_roundup-526298,Zacks,2019-09-19 00:00:00,AAP
1199821,1202628,7 Reasons To Buy Altisource Portfolio Solutions,http://seekingalpha.com/article/2830086-7-reasons-to-buy-altisource-portfolio-solutions?source=partner_benzinga,Seeking Alpha,2015-01-20 00:00:00,OCN
715102,716797,Seth Klarman's Top 5 New Buys in the –st Quarter,http://www.gurufocus.com/news/1138367/seth-klarmans-top-5-new-buys-in-the-1st-quarter,GuruFocus,2020-05-15 00:00:00,GOOGL
1613599,1617386,NVR to Unveil New Model Home in NJ - Analyst Blog,http://www.zacks.com/stock/news/135303/nvr-to-unveil-new-model-home-in-nj,Zacks,2014-05-30 00:00:00,TPH
1493467,1496917,"Get Over Marijuana, Indulge in These 4 Sin Stocks Instead",http://www.zacks.com/stock/news/326502/get-over-marijuana-indulge-in-these-4-sin-stocks-instead?cid=CS-BENZ-FT-326502,Zacks,2018-10-05 00:00:00,SMPL
695939,697569,"Valuations highest since 1900, by one measure - Goldman",https://seekingalpha.com/news/3315006-valuations-highest-since-1900-one-measure-goldman?source=partner_benzinga,Seeking Alpha,2017-11-29 00:00:00,GIVE
161290,161723,"Lincluden Management Ltd Buys Magna International Inc, Canadian National Railway Co, Shaw ...",http://www.gurufocus.com/news/1137311/lincluden-management-ltd-buys-magna-international-inc-canadian-national-railway-co-shaw-communications-inc-sells-manulife-financial-corp-camden-property-trust-zimmer-biomet-holdings-inc,GuruFocus,2020-05-14 00:00:00,BAM
1161401,1164129,Dividend Sensei's Portfolio Update 47: Overcoming Adversity And Soaring To New Heights,https://seekingalpha.com/article/4198461-dividend-senseis-portfolio-update-47-overcoming-adversity-soaring-new-heights?source=partner_benzinga,Seeking Alpha,2018-08-13 00:00:00,NOBL
142508,142884,S&P 500 Futures Rally On Wal-Mart; Cisco Set To Retake Buy,http://www.investors.com/market-trend/stock-market-today/cisco-hits-buy-point-3-apple-chipmakers-tested-sp-500-futures/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2017-11-16 00:00:00,AVGO
738777,740512,Trump is 'hopeful' U.S.-China pact will be signed at APEC in November,https://seekingalpha.com/news/3507001-trump-hopeful-u-s-china-pact-will-signed-apec-november?source=partner_benzinga,Seeking Alpha,2019-10-18 00:00:00,GXC
1509178,1512668,"Homebuilders Surge, REITs Pause As Tax Cuts Appear More Likely",https://seekingalpha.com/article/4128960-homebuilders-surge-reits-pause-tax-cuts-appear-likely?source=partner_benzinga,Seeking Alpha,2017-12-01 00:00:00,SPG
372291,373270,"Top North America TEU Traffic Turns Flat At Midyear, Impacting Class I Rails",http://seekingalpha.com/article/3995021-top-north-america-teu-traffic-turns-flat-midyear-impacting-class-rails?source=partner_benzinga,Seeking Alpha,2016-08-03 00:00:00,CSX
1844193,1848513,"Zumiez Clears Technical Benchmark, Hitting 80-Plus RS Rating",http://www.investors.com/ibd-data-stories/zumiez-clears-technical-benchmark-hitting-80-plus-rs-rating-2/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2019-06-24 00:00:00,ZUMZ
1043179,1045616,Dow Threatens To End Win Streak; Apple On Track For New Closing High,http://www.investors.com/market-trend/stock-market-today/dow-threatens-to-end-win-streak-apple-on-track-for-new-closing-high/?ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2017-02-17 00:00:00,MDLZ
369764,370735,New Dawn At Castlight Health,https://seekingalpha.com/article/4246592-new-dawn-castlight-health?source=partner_benzinga,Seeking Alpha,2019-03-06 00:00:00,CSLT
300258,301041,CompX International reports Q4 results,http://seekingalpha.com/news/3248123-compx-international-reports-q4-results?source=partner_benzinga,Seeking Alpha,2017-03-02 00:00:00,CIX
715088,716783,Sawgrass Asset Management Llc Buys Amazon. ...,http://www.gurufocus.com/news/1139109/sawgrass-asset-management-llc-buys-amazoncom-inc-microsoft-corp-broadcom-inc-sells-comcast-corp-amgen-inc-expeditors-international-of-washington-inc,GuruFocus,2020-05-15 00:00:00,GOOGL
595860,597276,"Fiat Chrysler misses by €0.06, misses on revenue",http://seekingalpha.com/news/3237811-fiat-chrysler-misses-0_06-misses-revenue?source=partner_benzinga,Seeking Alpha,2017-01-26 00:00:00,FCAU
1086505,1089043,"John Paulson Buys Vistra Energy Corp, Altaba Inc, T-Mobile US Inc, Sells Extended Stay America ...",http://www.gurufocus.com/news/568900/john-paulson-buys-vistra-energy-corp-altaba-inc-tmobile-us-inc-sells-extended-stay-america-inc-akorn-inc-teva-pharmaceutical-industries,GuruFocus,2017-09-20 00:00:00,MON
173213,173669,IMPORTANT INVESTOR ALERT: Lundin Law PC Announces Securities Class Action Lawsuit against B ...,http://www.gurufocus.com/news/550036/important-investor-alert-lundin-law-pc-announces-securities-class-action-lawsuit-against-b-communications-ltd-and-reminds-investors-with-losses-to-contact-the-firm,GuruFocus,2017-08-05 00:00:00,BCOM
753232,754981,FirstMerit to Buy Citizens Republic - Analyst Blog,http://www.zacks.com/stock/news/82949/firstmerit-to-buy-citizens-republic,Zacks,2012-09-14 00:00:00,HBAN
1836590,1840904,"Weekly CFO Buys Highlight: PMC, ZBB",http://www.gurufocus.com/news/180585/weekly-cfo-buys-highlight-pmc-zbb,GuruFocus,2012-06-25 00:00:00,ZBB
259853,260519,Cincinnati Bell (CBB) Q4 2014 Results - Earnings Call Webcast,http://seekingalpha.com/article/2929606-cincinnati-bell-cbb-q4-2014-results-earnings-call-webcast?source=partner_benzinga,Seeking Alpha,2015-02-19 00:00:00,CBB
973340,975594,Late-Stage Breakouts Mark Stock Spotlight,http://news.investors.com/050214-699436-trinity-industries-lazard-break-out-of-bases.htm?ven=benzingacp&src=aurlaam,Investor's Business Daily,2014-05-02 00:00:00,LAZ
715108,716803,"Marathon Capital Management Buys World Wrestling Entertainment Inc, Uber Technologies Inc, ...",http://www.gurufocus.com/news/1137748/marathon-capital-management-buys-world-wrestling-entertainment-inc-uber-technologies-inc-performance-food-group-co-sells-elf-beauty-inc-paypal-holdings-inc-alphabet-inc,GuruFocus,2020-05-15 00:00:00,GOOGL
1007772,1010125,LightPath Technologies Inc. (LPTH) CEO Jim Gaynor on Q3 2019 Results - Earnings Call Transcript,https://seekingalpha.com/article/4262850-lightpath-technologies-inc-lpth-ceo-jim-gaynor-q3-2019-results-earnings-call-transcript?source=partner_benzinga,Seeking Alpha,2019-05-10 00:00:00,LPTH
378867,379860,Cognizant Doubles BuyBack - Analyst Blog,https://www.benzinga.com/content/zacks-investment-research-all-commentary-articles/11/08/1873912/cognizant-doubles-buyback-an,Zacks,2011-08-22 00:00:00,CTSH
361672,362627,"Peregrine Capital Management Llc Buys Lumentum Holdings Inc, Box Inc, Gates Industrial Corp ...",http://www.gurufocus.com/news/666329/peregrine-capital-management-llc-buys-lumentum-holdings-inc-box-inc-gates-industrial-corp-plc-sells-bioverativ-inc-osi-systems-inc-imax-corp,GuruFocus,2018-04-16 00:00:00,CRUS
1376705,1379894,Banks Overcome Stress Test Pressure - Analyst Blog,http://www.zacks.com/stock/news/71322/Banks+Overcome+Stress+Test+Pressure,Zacks,2012-03-14 00:00:00,RF
889651,891753,Bullish Technical Picture Appears To Trump Cautious Fundamentals,http://seekingalpha.com/article/3194016-bullish-technical-picture-appears-to-trump-cautious-fundamentals?source=partner_benzinga,Seeking Alpha,2015-05-19 00:00:00,IYM
514870,516129,"Zacks.com featured highlights include: Avis, California Resources, Brinker, Endologix and Brookdale",http://www.zacks.com/stock/news/413303/zackscom-featured-highlights-include-avis-california-resources-brinker-endologix-and-brookdale?cid=CS-BENZ-FT-413303,Zacks,2019-05-13 00:00:00,ELGX
1520190,1523766,Growth Spotlight: Sempra Energy (SRE),http://www.gurufocus.com/news/157831/growth-spotlight-sempra-energy-sre,GuruFocus,2012-01-09 00:00:00,SRE
1582057,1585754,Notable earnings before Wednesday's open,https://seekingalpha.com/news/3350841-notable-earnings-wednesday-s-open?source=partner_benzinga,Seeking Alpha,2018-05-01 00:00:00,TECH
1022868,1025270,The Pros And Cons Of Shareholder Dilution,https://seekingalpha.com/article/4269245-pros-cons-shareholder-dilution?source=partner_benzinga,Seeking Alpha,2019-06-09 00:00:00,MAIN
799681,801530,3 High-Yield/High-Quality REITs To Buy After Solid Earnings Reports,https://seekingalpha.com/article/4152197-3-high-yield-high-quality-reits-buy-solid-earnings-reports?source=partner_benzinga,Seeking Alpha,2018-03-06 00:00:00,HT
1399365,1402624,Will 2 Top Tech Stocks Offer New Chance To Buy?,http://www.investors.com/stock-lists/tech-leaders/will-2-top-tech-stocks-offer-new-chance-to-buy/?ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2017-01-06 00:00:00,RP
715066,716761,Year-To-Date Performance Of 5 Largest Companies In U.S.,https://talkmarkets.com/content/year-to-date-performance-of-5-largest-companies-in-us?post=263150,TalkMarkets,2020-05-24 00:00:00,GOOGL
156817,157216,Stocks to watch next week,https://seekingalpha.com/news/3315859-stocks-watch-next-week?source=partner_benzinga,Seeking Alpha,2017-12-02 00:00:00,AZO
1569839,1573503,Molson Coors' (TAP) Vizzy Hard Seltzer Launch Challenged,http://www.zacks.com/stock/news/759919/molson-coors-tap-vizzy-hard-seltzer-launch-challenged?cid=CS-BENZ-FT-analyst_blog|company_news_-_corporate_actions-759919,Zacks,2020-02-11 00:00:00,TAP
715169,716864,"Wellington Shields & Co., LLC Buys Personalis Inc, DraftKings Inc, ConnectOne Bancorp Inc, ...",http://www.gurufocus.com/news/1129661/wellington-shields--co-llc-buys-personalis-inc-draftkings-inc-connectone-bancorp-inc-sells-wells-fargo-lockheed-martin-corp-palo-alto-networks-inc,GuruFocus,2020-05-07 00:00:00,GOOGL
435004,436130,"Discovery Communications, AT&T sign long-term carriage deal",http://seekingalpha.com/news/3207655-discovery-communications-t-sign-long-term-carriage-deal?source=partner_benzinga,Seeking Alpha,2016-09-08 00:00:00,DISCA
715062,716757,Tech – Hitherto Leaders – Witness Interesting Reversal Tue; Traders Probably Do Not Find Encouraging How Top Five Traded,https://talkmarkets.com/content/tech--hitherto-leaders--witness-interesting-reversal-tue-traders-probably-do-not-find-encouraging-how-top-five-traded?post=263447,TalkMarkets,2020-05-27 00:00:00,GOOGL
178058,178525,"BioTelemetry Inc (BEAT) Files –…-K for the Fiscal Year Ended on December '–, —…–7",http://www.gurufocus.com/news/646644/biotelemetry-inc-beat-files-10k-for-the-fiscal-year-ended-on-december-31-2017,GuruFocus,2018-02-27 00:00:00,BEAT
1105166,1107750,ArcelorMittal (MT) Hits 52-Week Low Amid Global Challenges,http://www.zacks.com/stock/news/188744/arcelormittal-mt-hits-52-week-low-amid-global-challenges?cid=CS-BENZ-FT-188744,Zacks,2015-09-02 00:00:00,MT
1157380,1160102,NMI Holdings (NMIH) Investor Presentation - Slideshow,http://seekingalpha.com/article/4025259-nmi-holdings-nmih-investor-presentation-slideshow?source=partner_benzinga,Seeking Alpha,2016-11-21 00:00:00,NMIH
1444369,1447705,Notable earnings after Thursday's close,http://seekingalpha.com/news/3199362-notable-earnings-thursday-s-close?source=partner_benzinga,Seeking Alpha,2016-08-03 00:00:00,SEM
1752140,1756278,"If Workday Beat Consensus, That'll Be 13 For 14 Quarters Since IPO",http://www.investors.com/news/technology/if-workday-beat-consensus-thatll-be-13-for-14-quarters-since-ipo/?ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2016-02-26 00:00:00,WDAY
220204,220783,BP Prudhoe Bay Royalty Trust: Option Sentiment Says Avoid,https://seekingalpha.com/article/4143544-bp-prudhoe-bay-royalty-trust-option-sentiment-says-avoid?source=partner_benzinga,Seeking Alpha,2018-02-06 00:00:00,BPT
1206875,1209691,Guru Raises Position in Packaging Company,http://www.gurufocus.com/news/389988/guru-raises-position-in-packaging-company,GuruFocus,2016-02-04 00:00:00,OI
820645,822554,Stocks With Rising Relative Strength: Intercontinental Exchange,http://www.investors.com/ibd-data-stories/stocks-with-rising-relative-strength-intercontinental-exchange-2/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,2017-11-28 00:00:00,ICE
658832,660364,AUD/USD Eyeing 0.656 Zone,https://www.benzinga.com/node/14883189,TalkMarkets,2019-11-26 00:00:00,FXA
500103,501329,Emerging markets gain as Powell waves white flag,https://seekingalpha.com/news/3412860-emerging-markets-gain-powell-waves-white-flag?source=partner_benzinga,Seeking Alpha,2018-11-28 00:00:00,EEME
944824,947035,"Systematic Financial Management Lp Buys KLA-Tencor Corp, MasterCraft Boat Holdings Inc, Whiting ...",http://www.gurufocus.com/news/870556/systematic-financial-management-lp-buys-klatencor-corp-mastercraft-boat-holdings-inc-whiting-petroleum-corp-sells-orbotech-entergy-corp-citizens-financial-group-inc,GuruFocus,2019-05-03 00:00:00,KLAC
1426736,1430046,"Safe Bulkers, Inc. Declares Quarterly Dividend on its 8. ...",http://www.gurufocus.com/news/844351/safe-bulkers-inc-declares-quarterly-dividend-on-its-800-series-c-cumulative-redeemable-perpetual-preferred-shares-800-series-d-cumulative-redeemable-perpetual-preferred-shares,GuruFocus,2019-04-08 00:00:00,SB
